WorkOrderID,ReceivedDate,CompletedDate,ClientID,ServiceLine,Department,EmployeeID,Priority,ProductionCount,BillableHours,QualityScore,ReworkFlag,SLATargetHours,AHTMinutes,TATHours,SLAMet,CompletionMonth
WO000684,2026-02-28 08:02:32,2026-03-02 04:45:08,C007,Policy Administration,Operations Central,E018,Standard,2,0.54,98.9,No,72,16.22,44.71,Met,2026-03
WO001539,2026-02-26 22:47:18,2026-03-03 01:52:06,C014,Policy Administration,Operations South,E030,Standard,5,2.42,95.3,No,72,29.00,99.08,Not Met,2026-03
WO000313,2026-03-02 00:43:44,2026-03-03 21:57:32,C013,Direct Bill Posting,Operations North,E034,Standard,18,2.11,96.4,No,48,7.04,45.23,Met,2026-03
WO001757,2026-03-02 21:08:58,2026-03-04 03:34:46,C010,Policy Checking,Operations South,E025,Rush,3,2.05,97.2,No,36,41.02,30.43,Met,2026-03
WO000668,2026-03-02 14:25:10,2026-03-04 09:02:58,C008,Policy Checking,Operations North,E006,Standard,2,1.02,92.5,No,72,30.52,42.63,Met,2026-03
WO001678,2026-03-04 19:20:16,2026-03-05 23:25:04,C009,Policy Administration,Operations South,E019,Standard,5,2.35,96.1,No,72,28.26,28.08,Met,2026-03
WO000867,2026-03-02 11:28:23,2026-03-06 10:56:35,C008,Policy Checking,Operations North,E005,Standard,2,1.27,98.4,No,72,38.25,95.47,Not Met,2026-03
WO001176,2026-03-05 21:48:44,2026-03-06 15:07:56,C005,Direct Bill Posting,Operations Central,E017,Standard,6,0.90,91.2,No,48,9.03,17.32,Met,2026-03
WO001200,2026-03-05 04:39:08,2026-03-06 23:47:32,C002,Policy Administration,Operations South,E030,Standard,5,1.35,92.2,No,72,16.16,43.14,Met,2026-03
WO001595,2026-03-06 09:55:26,2026-03-07 08:53:02,C015,Policy Checking,Operations North,E006,Standard,2,1.32,90.6,Yes,72,39.53,22.96,Met,2026-03
WO000629,2026-03-05 22:18:10,2026-03-07 12:36:46,C010,Direct Bill Posting,Operations South,E016,Standard,7,0.86,91.7,No,48,7.40,38.31,Met,2026-03
WO000873,2026-03-06 15:17:08,2026-03-07 13:06:20,C005,Policy Checking,Operations North,E008,Standard,3,2.18,98.4,No,72,43.58,21.82,Met,2026-03
WO000514,2026-03-06 19:16:06,2026-03-07 15:32:18,C009,Direct Bill Posting,Operations South,E008,Rush,20,3.64,93.3,No,24,10.93,20.27,Met,2026-03
WO001661,2026-03-07 02:19:37,2026-03-07 22:53:13,C006,Direct Bill Posting,Operations South,E030,Rush,15,2.10,96.2,No,24,8.39,20.56,Met,2026-03
WO000085,2026-03-06 19:28:51,2026-03-08 00:26:27,C004,Certificate Issuance,Operations North,E003,Standard,5,1.22,92.1,No,48,14.60,28.96,Met,2026-03
WO001334,2026-03-06 00:37:40,2026-03-08 07:52:04,C007,Policy Administration,Operations South,E027,Standard,1,0.46,92.2,No,72,27.64,55.24,Met,2026-03
WO000211,2026-03-08 13:36:06,2026-03-08 19:07:54,C003,Document Retrieval,Operations North,E018,Rush,2,0.36,95.9,No,12,10.69,5.53,Met,2026-03
WO001380,2026-03-07 16:16:24,2026-03-09 00:51:48,C006,Policy Checking,Operations Central,E019,Standard,2,1.30,95.4,No,72,39.15,32.59,Met,2026-03
WO000340,2026-03-08 22:00:01,2026-03-09 02:39:37,C003,Document Retrieval,Operations South,E014,Rush,10,2.39,94.2,No,12,14.34,4.66,Met,2026-03
WO000247,2026-03-05 22:12:54,2026-03-09 12:12:18,C006,Policy Checking,Operations North,E021,Standard,2,1.19,90.1,Yes,72,35.82,85.99,Not Met,2026-03
WO001333,2026-03-08 09:52:47,2026-03-09 20:14:23,C009,Certificate Issuance,Operations South,E034,Standard,1,0.33,90.9,Yes,48,19.92,34.36,Met,2026-03
WO001677,2026-03-09 04:21:58,2026-03-10 02:55:34,C009,Document Retrieval,Operations South,E012,Standard,1,0.15,91.1,No,24,8.73,22.56,Met,2026-03
WO001690,2026-03-07 13:56:51,2026-03-10 08:34:39,C012,Policy Checking,Operations Central,E031,Standard,3,1.50,95.3,No,72,30.08,66.63,Met,2026-03
WO001197,2026-03-09 16:53:28,2026-03-10 16:05:28,C010,Policy Checking,Operations South,E003,Standard,1,0.58,92.3,No,72,34.70,23.20,Met,2026-03
WO001012,2026-03-09 11:00:24,2026-03-10 19:11:12,C002,Direct Bill Posting,Operations Central,E027,Standard,14,2.31,92.0,No,48,9.90,32.18,Met,2026-03
WO000453,2026-03-11 07:29:05,2026-03-12 06:32:41,C009,Policy Checking,Operations South,E021,Standard,4,2.73,98.3,No,72,40.98,23.06,Met,2026-03
WO000771,2026-03-07 08:12:47,2026-03-12 18:54:11,C011,Policy Administration,Operations North,E015,Standard,5,1.66,92.1,Yes,72,19.92,130.69,Not Met,2026-03
WO000329,2026-03-10 15:50:54,2026-03-12 21:40:42,C007,Policy Administration,Operations Central,E010,Standard,3,1.00,96.1,No,72,20.05,53.83,Met,2026-03
WO000398,2026-03-12 00:50:39,2026-03-12 23:05:03,C003,Direct Bill Posting,Operations South,E029,Standard,11,1.29,91.3,No,48,7.01,22.24,Met,2026-03
WO001172,2026-03-12 12:55:12,2026-03-13 00:07:12,C010,Document Retrieval,Operations North,E020,Standard,2,0.43,97.7,No,24,12.91,11.20,Met,2026-03
WO001090,2026-03-11 07:09:56,2026-03-13 00:46:32,C005,Direct Bill Posting,Operations South,E033,Standard,13,1.92,97.2,No,48,8.84,41.61,Met,2026-03
WO001193,2026-03-12 19:48:41,2026-03-13 19:34:17,C009,Direct Bill Posting,Operations South,E028,Standard,17,2.95,98.5,No,48,10.40,23.76,Met,2026-03
WO000130,2026-03-12 22:46:01,2026-03-13 21:56:13,C014,Policy Administration,Operations North,E035,Standard,4,1.86,93.1,No,72,27.93,23.17,Met,2026-03
WO000758,2026-03-12 03:28:28,2026-03-14 05:12:16,C015,Policy Administration,Operations Central,E003,Rush,5,2.39,95.6,Yes,36,28.70,49.73,Not Met,2026-03
WO001770,2026-03-13 19:42:25,2026-03-14 16:21:25,C002,Document Retrieval,Operations South,E006,Standard,9,2.08,98.5,No,24,13.89,20.65,Met,2026-03
WO000711,2026-03-13 19:03:54,2026-03-14 17:08:06,C007,Certificate Issuance,Operations Central,E023,Rush,4,1.25,95.3,Yes,24,18.78,22.07,Met,2026-03
WO001516,2026-03-13 14:51:58,2026-03-14 17:28:34,C003,Policy Administration,Operations Central,E003,Standard,4,1.68,97.4,Yes,72,25.19,26.61,Met,2026-03
WO001747,2026-03-12 05:40:29,2026-03-14 18:09:53,C006,Policy Checking,Operations South,E001,Rush,1,0.73,92.3,No,36,43.53,60.49,Not Met,2026-03
WO001273,2026-03-14 22:52:27,2026-03-15 22:56:39,C014,Policy Administration,Operations North,E031,Standard,1,0.30,92.7,No,72,17.81,24.07,Met,2026-03
WO000616,2026-03-15 03:02:48,2026-03-16 01:23:48,C008,Direct Bill Posting,Operations North,E002,Rush,7,1.00,91.5,No,24,8.60,22.35,Met,2026-03
WO000175,2026-03-14 05:19:30,2026-03-16 06:08:06,C013,Policy Checking,Operations South,E011,Standard,4,2.32,99.3,No,72,34.73,48.81,Met,2026-03
WO001284,2026-03-15 14:28:26,2026-03-16 06:59:38,C003,Direct Bill Posting,Operations South,E035,Standard,10,1.39,95.9,No,48,8.33,16.52,Met,2026-03
WO000264,2026-03-14 09:46:07,2026-03-16 11:27:31,C007,Direct Bill Posting,Operations North,E017,Standard,12,1.88,94.3,No,48,9.42,49.69,Not Met,2026-03
WO000455,2026-03-11 07:31:40,2026-03-16 11:44:52,C014,Policy Administration,Operations South,E033,Standard,4,1.72,93.0,No,72,25.78,124.22,Not Met,2026-03
WO000125,2026-03-14 19:16:48,2026-03-17 00:31:48,C013,Certificate Issuance,Operations South,E009,Standard,5,1.61,92.8,No,48,19.37,53.25,Not Met,2026-03
WO001072,2026-03-15 21:55:33,2026-03-17 02:54:57,C006,Certificate Issuance,Operations Central,E005,Standard,4,1.39,93.9,No,48,20.80,28.99,Met,2026-03
WO001575,2026-03-12 01:49:04,2026-03-17 06:13:40,C011,Policy Checking,Operations North,E003,Standard,4,2.94,97.2,No,72,44.11,124.41,Not Met,2026-03
WO001712,2026-03-14 12:00:15,2026-03-17 07:41:03,C012,Policy Checking,Operations Central,E024,Standard,2,1.29,97.7,No,72,38.81,67.68,Met,2026-03
WO000527,2026-03-16 15:46:56,2026-03-17 09:29:32,C003,Direct Bill Posting,Operations Central,E011,Standard,6,0.85,99.7,No,48,8.54,17.71,Met,2026-03
WO000237,2026-03-14 03:35:13,2026-03-17 10:14:13,C012,Policy Administration,Operations South,E027,Standard,4,1.82,91.7,No,72,27.32,78.65,Not Met,2026-03
WO001266,2026-03-14 07:08:28,2026-03-17 21:34:52,C002,Policy Checking,Operations North,E025,Standard,3,1.40,98.2,No,72,28.04,86.44,Not Met,2026-03
WO001066,2026-03-16 09:05:38,2026-03-17 21:44:38,C002,Policy Administration,Operations Central,E025,Standard,5,2.23,94.0,No,72,26.82,36.65,Met,2026-03
WO001103,2026-03-16 09:07:13,2026-03-18 00:08:25,C012,Certificate Issuance,Operations Central,E011,Standard,5,1.31,99.7,No,48,15.78,39.02,Met,2026-03
WO001368,2026-03-15 14:21:49,2026-03-18 03:58:25,C003,Direct Bill Posting,Operations Central,E036,Standard,5,0.78,99.2,Yes,48,9.32,61.61,Not Met,2026-03
WO000600,2026-03-13 21:21:58,2026-03-19 11:56:46,C002,Policy Checking,Operations Central,E033,Standard,4,2.47,95.1,No,72,37.08,134.58,Not Met,2026-03
WO001679,2026-03-19 04:22:44,2026-03-19 13:44:20,C012,Document Retrieval,Operations Central,E030,Standard,2,0.38,94.1,No,24,11.44,9.36,Met,2026-03
WO001639,2026-03-19 02:47:36,2026-03-19 14:00:12,C011,Document Retrieval,Operations North,E002,Standard,3,0.80,91.9,No,24,16.03,11.21,Met,2026-03
WO001216,2026-03-20 07:22:15,2026-03-20 20:22:51,C007,Direct Bill Posting,Operations South,E026,Rush,19,2.01,91.7,No,24,6.34,13.01,Met,2026-03
WO000732,2026-03-19 02:44:25,2026-03-21 00:12:37,C015,Policy Administration,Operations South,E001,Standard,1,0.48,93.8,No,72,28.79,45.47,Met,2026-03
WO000620,2026-03-20 12:45:10,2026-03-21 18:22:22,C015,Policy Administration,Operations South,E007,Rush,3,1.33,92.9,No,36,26.63,29.62,Met,2026-03
WO000387,2026-03-22 03:53:35,2026-03-22 11:09:11,C009,Document Retrieval,Operations South,E016,Rush,3,0.82,92.0,No,12,16.43,7.26,Met,2026-03
WO000898,2026-03-19 04:29:40,2026-03-22 22:50:04,C009,Policy Administration,Operations Central,E003,Standard,2,0.88,90.7,Yes,72,26.35,90.34,Not Met,2026-03
WO000888,2026-03-22 06:39:42,2026-03-23 06:15:06,C011,Direct Bill Posting,Operations North,E010,Standard,17,1.88,90.9,Yes,48,6.62,23.59,Met,2026-03
WO000235,2026-03-22 09:40:48,2026-03-23 18:07:12,C015,Certificate Issuance,Operations South,E026,Standard,3,0.99,90.6,Yes,48,19.88,32.44,Met,2026-03
WO000762,2026-03-22 21:23:27,2026-03-24 07:34:15,C009,Policy Checking,Operations South,E036,Standard,4,2.86,96.4,No,72,42.88,34.18,Met,2026-03
WO001117,2026-03-22 12:15:46,2026-03-24 09:08:34,C014,Certificate Issuance,Operations Central,E005,Standard,3,1.07,96.4,No,48,21.41,44.88,Met,2026-03
WO000660,2026-03-23 22:50:58,2026-03-24 15:10:46,C004,Direct Bill Posting,Operations Central,E036,Standard,17,2.79,90.3,Yes,48,9.86,16.33,Met,2026-03
WO000937,2026-03-24 06:15:58,2026-03-24 16:44:10,C010,Document Retrieval,Operations North,E005,Standard,2,0.33,98.2,No,24,9.95,10.47,Met,2026-03
WO001568,2026-03-22 22:44:01,2026-03-25 00:34:25,C006,Policy Administration,Operations Central,E020,Standard,4,1.57,96.8,No,72,23.59,49.84,Met,2026-03
WO000851,2026-03-21 01:47:01,2026-03-25 02:26:01,C014,Policy Administration,Operations Central,E009,Standard,5,1.68,97.6,No,72,20.20,96.65,Not Met,2026-03
WO000102,2026-03-24 17:52:41,2026-03-25 11:40:41,C014,Certificate Issuance,Operations Central,E026,Standard,3,1.03,93.3,No,48,20.56,17.80,Met,2026-03
WO000818,2026-03-23 22:32:11,2026-03-25 12:08:11,C004,Certificate Issuance,Operations Central,E030,Standard,6,1.97,91.7,No,48,19.68,37.60,Met,2026-03
WO000634,2026-03-24 12:36:55,2026-03-25 20:40:31,C013,Direct Bill Posting,Operations South,E036,Standard,12,1.37,93.0,No,48,6.86,32.06,Met,2026-03
WO000795,2026-03-24 22:52:29,2026-03-25 20:51:53,C013,Document Retrieval,Operations North,E008,Rush,7,1.06,97.3,No,12,9.08,21.99,Not Met,2026-03
WO001576,2026-03-23 02:33:27,2026-03-25 21:35:51,C015,Direct Bill Posting,Operations South,E021,Standard,11,1.16,94.0,No,48,6.34,67.04,Not Met,2026-03
WO000615,2026-03-25 22:11:15,2026-03-26 05:32:15,C014,Document Retrieval,Operations South,E035,Rush,6,1.30,98.0,Yes,12,13.04,7.35,Met,2026-03
WO000350,2026-03-25 22:27:54,2026-03-26 08:57:18,C015,Document Retrieval,Operations Central,E012,Standard,5,1.25,90.1,Yes,24,15.06,10.49,Met,2026-03
WO001397,2026-03-26 14:13:08,2026-03-27 07:25:44,C012,Document Retrieval,Operations South,E035,Standard,8,2.10,90.9,Yes,24,15.77,17.21,Met,2026-03
WO000676,2026-03-24 02:06:18,2026-03-27 08:45:54,C011,Policy Administration,Operations Central,E030,Standard,4,1.27,98.8,No,72,19.08,78.66,Not Met,2026-03
WO000276,2026-03-25 21:20:45,2026-03-27 10:32:09,C010,Certificate Issuance,Operations Central,E022,Standard,5,2.00,94.4,No,48,23.94,37.19,Met,2026-03
WO000145,2026-03-25 15:56:20,2026-03-27 11:46:08,C009,Policy Administration,Operations South,E002,Standard,4,1.83,100.0,No,72,27.41,43.83,Met,2026-03
WO000988,2026-03-26 05:56:21,2026-03-27 12:13:45,C010,Policy Administration,Operations South,E016,Standard,2,0.67,96.7,No,72,19.97,30.29,Met,2026-03
WO001357,2026-03-26 08:58:20,2026-03-27 16:15:08,C004,Direct Bill Posting,Operations Central,E002,Standard,10,1.31,96.4,No,48,7.87,31.28,Met,2026-03
WO001265,2026-03-25 21:05:01,2026-03-27 18:19:25,C011,Policy Administration,Operations North,E029,Standard,4,1.20,95.4,No,72,17.93,45.24,Met,2026-03
WO000108,2026-03-26 02:19:02,2026-03-27 18:52:38,C013,Policy Checking,Operations North,E015,Standard,4,2.00,98.6,No,72,29.97,40.56,Met,2026-03
WO001335,2026-03-26 18:17:33,2026-03-28 13:40:57,C005,Policy Checking,Operations Central,E008,Standard,1,0.49,95.3,No,72,29.58,43.39,Met,2026-03
WO001430,2026-03-27 19:18:36,2026-03-28 19:46:48,C008,Certificate Issuance,Operations Central,E030,Standard,2,0.52,92.6,No,48,15.63,24.47,Met,2026-03
WO000468,2026-03-27 07:29:04,2026-03-28 20:23:04,C001,Certificate Issuance,Operations North,E029,Standard,3,1.15,96.4,No,48,23.07,36.90,Met,2026-03
WO001280,2026-03-28 13:51:57,2026-03-29 05:24:57,C005,Policy Administration,Operations North,E009,Rush,3,1.26,96.6,No,36,25.16,15.55,Met,2026-03
WO001564,2026-03-28 20:55:19,2026-03-30 05:10:55,C006,Direct Bill Posting,Operations North,E006,Standard,15,2.24,94.5,Yes,48,8.95,32.26,Met,2026-03
WO001778,2026-03-29 05:03:07,2026-03-30 12:03:07,C007,Policy Checking,Operations South,E011,Rush,2,1.44,91.5,No,36,43.14,31.00,Met,2026-03
WO001443,2026-03-29 03:04:22,2026-03-30 16:10:22,C012,Policy Checking,Operations South,E023,Standard,2,0.95,90.9,Yes,72,28.63,37.10,Met,2026-03
WO001285,2026-03-27 23:06:39,2026-03-30 18:55:51,C012,Certificate Issuance,Operations South,E022,Standard,6,1.61,95.1,No,48,16.09,67.82,Not Met,2026-03
WO001590,2026-03-28 18:46:29,2026-03-30 23:57:17,C001,Policy Checking,Operations South,E003,Standard,2,1.08,95.6,No,72,32.43,53.18,Met,2026-03
WO001552,2026-03-29 09:12:10,2026-03-31 11:15:46,C007,Policy Checking,Operations South,E014,Standard,3,1.66,91.2,No,72,33.28,50.06,Met,2026-03
WO001215,2026-03-27 01:01:57,2026-03-31 17:39:45,C001,Policy Administration,Operations Central,E025,Standard,1,0.33,93.3,No,72,20.02,112.63,Not Met,2026-03
WO001782,2026-03-30 09:05:29,2026-03-31 22:29:29,C015,Document Retrieval,Operations South,E023,Standard,6,1.36,92.4,No,24,13.63,37.40,Not Met,2026-03
WO000502,2026-03-30 10:50:28,2026-03-31 23:41:28,C005,Document Retrieval,Operations South,E018,Standard,9,2.08,95.6,No,24,13.89,36.85,Not Met,2026-03
WO001304,2026-03-30 22:53:53,2026-04-01 03:20:17,C008,Certificate Issuance,Operations North,E032,Standard,1,0.39,94.6,No,48,23.39,28.44,Met,2026-04
WO000399,2026-03-31 16:46:09,2026-04-01 09:50:21,C014,Direct Bill Posting,Operations Central,E025,Standard,15,2.16,90.7,Yes,48,8.64,17.07,Met,2026-04
WO000279,2026-03-29 00:08:05,2026-04-01 12:18:53,C011,Direct Bill Posting,Operations Central,E021,Standard,14,2.00,91.3,No,48,8.58,84.18,Not Met,2026-04
WO000212,2026-03-31 00:52:27,2026-04-01 13:53:39,C006,Certificate Issuance,Operations South,E035,Standard,3,1.15,93.9,No,48,22.99,37.02,Met,2026-04
WO000141,2026-03-31 17:11:23,2026-04-01 14:11:23,C014,Document Retrieval,Operations South,E033,Standard,10,2.26,94.4,No,24,13.54,21.00,Met,2026-04
WO000143,2026-03-28 17:14:12,2026-04-02 04:29:48,C013,Policy Checking,Operations South,E013,Standard,3,1.53,95.0,No,72,30.69,107.26,Not Met,2026-04
WO000035,2026-03-31 02:36:39,2026-04-02 09:24:03,C013,Policy Administration,Operations North,E016,Rush,4,1.20,99.0,No,36,18.04,54.79,Not Met,2026-04
WO000162,2026-03-31 14:09:47,2026-04-02 17:28:59,C012,Policy Administration,Operations South,E034,Standard,1,0.43,97.0,No,72,26.09,51.32,Met,2026-04
WO000778,2026-04-02 09:20:37,2026-04-03 00:22:25,C002,Document Retrieval,Operations South,E014,Standard,1,0.24,92.9,No,24,14.61,15.03,Met,2026-04
WO000357,2026-04-02 15:36:48,2026-04-03 08:28:24,C007,Policy Administration,Operations Central,E017,Rush,5,1.72,90.4,Yes,36,20.65,16.86,Met,2026-04
WO001492,2026-04-02 06:43:58,2026-04-03 17:49:22,C006,Policy Checking,Operations South,E030,Standard,3,2.23,92.4,No,72,44.63,35.09,Met,2026-04
WO000826,2026-04-01 23:08:16,2026-04-04 07:05:52,C007,Policy Administration,Operations Central,E023,Standard,2,0.59,99.6,No,72,17.72,55.96,Met,2026-04
WO000971,2026-04-01 17:29:29,2026-04-04 12:07:53,C013,Policy Administration,Operations North,E004,Standard,1,0.28,97.7,No,72,16.53,66.64,Met,2026-04
WO000111,2026-04-01 20:26:52,2026-04-04 23:07:40,C011,Certificate Issuance,Operations South,E021,Standard,4,1.47,98.4,No,48,21.99,74.68,Not Met,2026-04
WO000562,2026-03-31 18:40:37,2026-04-05 01:47:49,C005,Policy Checking,Operations Central,E036,Standard,3,2.00,95.5,No,72,39.99,103.12,Not Met,2026-04
WO000443,2026-04-04 10:35:57,2026-04-05 13:37:45,C001,Policy Checking,Operations North,E019,Standard,1,0.51,92.3,No,72,30.83,27.03,Met,2026-04
WO001636,2026-04-05 10:23:55,2026-04-05 19:14:19,C010,Document Retrieval,Operations South,E031,Rush,5,0.77,96.2,No,12,9.24,8.84,Met,2026-04
WO001589,2026-04-04 10:50:41,2026-04-05 21:26:41,C010,Direct Bill Posting,Operations South,E022,Standard,17,2.18,95.6,No,48,7.69,34.60,Met,2026-04
WO000093,2026-04-05 09:04:58,2026-04-06 13:22:58,C006,Policy Administration,Operations Central,E019,Standard,1,0.34,94.6,No,72,20.52,28.30,Met,2026-04
WO000649,2026-04-04 23:58:33,2026-04-06 16:08:45,C002,Policy Administration,Operations North,E014,Standard,2,0.76,97.0,No,72,22.78,40.17,Met,2026-04
WO000791,2026-04-06 02:23:29,2026-04-06 19:30:41,C008,Policy Checking,Operations North,E006,Rush,4,2.49,97.9,No,36,37.30,17.12,Met,2026-04
WO001390,2026-04-06 01:19:05,2026-04-07 01:19:41,C012,Direct Bill Posting,Operations North,E025,Standard,18,2.87,98.4,No,48,9.55,24.01,Met,2026-04
WO000094,2026-04-06 01:08:22,2026-04-07 16:30:34,C014,Policy Administration,Operations South,E033,Standard,3,0.83,90.4,Yes,72,16.69,39.37,Met,2026-04
WO000520,2026-04-07 03:50:19,2026-04-07 21:57:31,C009,Direct Bill Posting,Operations North,E004,Standard,10,1.21,92.8,No,48,7.28,18.12,Met,2026-04
WO001612,2026-04-07 05:32:33,2026-04-07 22:58:57,C003,Direct Bill Posting,Operations South,E036,Rush,17,2.95,99.6,No,24,10.42,17.44,Met,2026-04
WO000912,2026-04-03 08:36:56,2026-04-08 00:18:20,C010,Policy Administration,Operations South,E023,Standard,5,2.45,94.1,No,72,29.43,111.69,Not Met,2026-04
WO001006,2026-04-04 11:21:03,2026-04-08 00:51:39,C011,Certificate Issuance,Operations North,E021,Standard,1,0.27,95.7,No,48,16.18,85.51,Not Met,2026-04
WO000919,2026-04-06 10:38:27,2026-04-08 04:41:27,C002,Direct Bill Posting,Operations South,E013,Standard,20,2.24,95.6,No,48,6.71,42.05,Met,2026-04
WO000433,2026-04-06 18:03:48,2026-04-08 12:52:24,C002,Certificate Issuance,Operations Central,E005,Standard,3,1.16,93.0,No,48,23.10,42.81,Met,2026-04
WO000698,2026-04-05 17:49:39,2026-04-08 13:17:15,C014,Direct Bill Posting,Operations South,E024,Standard,10,1.26,99.4,No,48,7.56,67.46,Not Met,2026-04
WO001464,2026-04-06 21:34:00,2026-04-08 18:46:36,C006,Policy Administration,Operations Central,E016,Standard,1,0.30,96.7,No,72,18.24,45.21,Met,2026-04
WO000462,2026-04-05 13:31:36,2026-04-09 03:49:36,C009,Certificate Issuance,Operations South,E031,Standard,6,2.05,96.0,No,48,20.51,86.30,Not Met,2026-04
WO000031,2026-04-09 06:48:45,2026-04-10 03:12:09,C012,Document Retrieval,Operations North,E029,Standard,1,0.17,99.6,No,24,10.12,20.39,Met,2026-04
WO000770,2026-04-09 13:16:47,2026-04-10 05:37:11,C003,Document Retrieval,Operations South,E009,Standard,9,1.61,98.8,No,24,10.76,16.34,Met,2026-04
WO000846,2026-04-04 20:40:02,2026-04-10 10:47:14,C005,Policy Checking,Operations North,E005,Standard,2,1.42,93.8,No,72,42.45,134.12,Not Met,2026-04
WO000975,2026-04-09 01:03:06,2026-04-10 17:57:42,C009,Policy Administration,Operations North,E001,Standard,5,1.50,90.3,Yes,72,17.97,40.91,Met,2026-04
WO001654,2026-04-09 11:48:30,2026-04-10 20:02:18,C010,Document Retrieval,Operations North,E006,Standard,10,1.95,94.0,No,24,11.72,32.23,Not Met,2026-04
WO001360,2026-04-10 14:45:31,2026-04-11 13:58:07,C013,Direct Bill Posting,Operations Central,E002,Standard,7,0.76,99.4,No,48,6.54,23.21,Met,2026-04
WO001704,2026-04-11 06:08:22,2026-04-11 23:31:46,C007,Document Retrieval,Operations North,E006,Standard,1,0.16,97.9,No,24,9.70,17.39,Met,2026-04
WO000393,2026-04-11 00:28:01,2026-04-12 03:09:25,C015,Direct Bill Posting,Operations South,E024,Standard,18,2.13,90.1,Yes,48,7.11,26.69,Met,2026-04
WO000508,2026-04-11 17:17:54,2026-04-12 20:45:30,C011,Certificate Issuance,Operations North,E023,Standard,6,1.43,91.0,No,48,14.34,27.46,Met,2026-04
WO000030,2026-04-11 00:08:23,2026-04-12 21:27:35,C008,Policy Checking,Operations North,E021,Standard,1,0.75,91.0,No,72,45.24,45.32,Met,2026-04
WO000572,2026-04-10 20:27:55,2026-04-13 09:26:43,C003,Policy Checking,Operations South,E019,Standard,1,0.53,97.8,No,72,31.95,60.98,Met,2026-04
WO000481,2026-04-11 16:32:47,2026-04-13 11:45:59,C011,Policy Administration,Operations Central,E013,Standard,3,0.93,97.6,No,72,18.66,43.22,Met,2026-04
WO000555,2026-04-12 08:31:23,2026-04-13 12:28:23,C001,Direct Bill Posting,Operations Central,E015,Standard,12,1.22,93.5,No,48,6.10,27.95,Met,2026-04
WO000999,2026-04-13 05:44:18,2026-04-13 21:36:30,C014,Certificate Issuance,Operations South,E034,Standard,5,1.22,92.4,No,48,14.60,15.87,Met,2026-04
WO000931,2026-04-11 12:13:00,2026-04-13 23:16:00,C003,Policy Administration,Operations Central,E001,Standard,2,0.90,93.4,No,72,27.15,59.05,Met,2026-04
WO000233,2026-04-13 04:12:25,2026-04-15 00:03:25,C006,Policy Checking,Operations North,E004,Standard,4,1.82,90.8,Yes,72,27.28,43.85,Met,2026-04
WO000025,2026-04-11 17:07:23,2026-04-15 10:12:47,C009,Certificate Issuance,Operations North,E030,Standard,5,1.69,97.4,No,48,20.31,89.09,Not Met,2026-04
WO000077,2026-04-13 08:05:22,2026-04-15 14:46:46,C013,Direct Bill Posting,Operations South,E012,Standard,10,1.34,98.9,No,48,8.07,54.69,Not Met,2026-04
WO000067,2026-04-14 21:36:41,2026-04-15 17:50:29,C013,Document Retrieval,Operations North,E005,Rush,3,0.65,90.9,Yes,12,13.07,20.23,Not Met,2026-04
WO001275,2026-04-13 19:45:51,2026-04-15 20:14:03,C011,Policy Checking,Operations South,E009,Standard,1,0.53,92.2,Yes,72,32.07,48.47,Met,2026-04
WO000157,2026-04-15 00:27:18,2026-04-15 22:32:06,C007,Certificate Issuance,Operations South,E033,Standard,2,0.59,93.4,No,48,17.62,22.08,Met,2026-04
WO000389,2026-04-14 13:35:02,2026-04-16 04:38:02,C011,Direct Bill Posting,Operations North,E032,Standard,16,2.74,99.1,No,48,10.26,39.05,Met,2026-04
WO001448,2026-04-17 23:28:09,2026-04-18 13:35:21,C006,Document Retrieval,Operations Central,E007,Standard,3,0.68,90.3,Yes,24,13.62,14.12,Met,2026-04
WO001223,2026-04-17 11:41:38,2026-04-18 17:57:50,C004,Direct Bill Posting,Operations Central,E021,Standard,9,1.35,90.7,Yes,48,9.02,30.27,Met,2026-04
WO000934,2026-04-13 22:33:13,2026-04-18 19:16:25,C005,Policy Checking,Operations North,E016,Standard,4,2.48,93.9,No,72,37.21,116.72,Not Met,2026-04
WO001298,2026-04-18 09:52:10,2026-04-19 14:56:58,C001,Policy Checking,Operations North,E028,Standard,1,0.45,97.8,No,72,26.85,29.08,Met,2026-04
WO001543,2026-04-19 23:03:49,2026-04-20 08:24:49,C008,Document Retrieval,Operations Central,E013,Standard,2,0.42,94.3,No,24,12.50,9.35,Met,2026-04
WO000275,2026-04-19 18:24:27,2026-04-20 16:06:27,C003,Policy Administration,Operations South,E018,Standard,2,0.67,94.0,No,72,20.04,21.70,Met,2026-04
WO000463,2026-04-19 19:28:39,2026-04-21 09:08:15,C002,Document Retrieval,Operations South,E012,Standard,1,0.15,92.4,No,24,9.23,37.66,Not Met,2026-04
WO000365,2026-04-20 20:57:21,2026-04-21 11:21:57,C006,Direct Bill Posting,Operations North,E026,Standard,17,1.83,96.5,No,48,6.46,14.41,Met,2026-04
WO001775,2026-04-16 07:21:38,2026-04-21 12:07:14,C007,Policy Checking,Operations North,E036,Standard,3,1.86,91.7,No,72,37.10,124.76,Not Met,2026-04
WO000009,2026-04-17 12:01:58,2026-04-21 14:51:46,C008,Policy Checking,Operations South,E013,Standard,4,1.79,98.6,No,72,26.79,98.83,Not Met,2026-04
